Municipality,Region,Population,Census,Election Year,Candidate Name,Sex,Age,Position,Winner,ID Number,Size of Council,Number of Votes Obtained,Total Votes in Election,Eligible Voters,Campaign Spending,Type of Election,Incumbent,Years of Service,Acclaimed/Elected,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Raymond, Edward",1,5,3,1,,5,66,125,278,,1,2,0,2,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Fleming, Mary",2,5,3,2,,5,64,125,278,,1,1,4,3,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Fleming, Theresa",2,5,3,1,,5,76,125,278,,1,1,8,2,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Hayward, Verna",2,3,3,1,,5,74,125,278,,1,2,0,2,,,,,,
Steady Brook,3,435,2006,2009,"Dawson, Bill",1,,1,2,,7,108,233,294,,1,1,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Wilton, Claude",1,,3,1,,7,162,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Dicks, Joe",1,,3,2,,7,76,233,294,,1,2,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Rowsell, Peter",1,,3,1,,7,89,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Perry, Rob",1,,3,1,,7,116,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Huxter, Robert",1,,3,2,,7,75,233,294,,1,1,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Rose, Ron",1,,3,2,,7,56,233,294,,1,2,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Duffy, Brenda",2,3,3,1,,7,138,233,294,,1,1,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Thistle, Donna",2,,1,1,,7,123,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Huxter, Elaine",2,5,3,2,,7,76,233,294,,1,1,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Gillette, Leona",2,,3,1,,7,149,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Howlett, Margaret",2,,3,1,,7,110,233,294,,1,2,.,2,,,,,,
Steady Brook,3,435,2006,2009,"Diamond, Mary",2,,3,2,,7,84,233,294,,1,2,.,3,,,,,,
Steady Brook,3,435,2006,2009,"Dwyer, Patricia",2,5,3,2,,7,53,233,294,,1,1,.,3,,,,,,
Steady Brook,3,408,2011,2013,"Rowsell, Peter",1,5,1,1,,7,1,1,1,,4,1,.,1,,,,,,
Steady Brook,3,408,2011,2013,"Wilton, Claude",1,5,3,1,,7,117,.,.,,1,1,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Zawaski, Ron",1,5,3,1,,7,101,.,.,,1,2,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Austin, Candice",2,.,3,1,,7,120,.,.,,1,2,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Gillette, Leona",2,.,3,1,,7,104,.,.,,1,1,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Howlett, Margaret",2,.,3,1,,7,115,.,.,,1,1,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Diamond, Mary",2,.,3,1,,7,88,.,.,,1,2,.,2,,,,,,
Steady Brook,3,408,2011,2013,"Dwyer, Patricia",2,5,3,2,,7,83,.,.,,1,2,.,3,,,,,,
Steady Brook,3,444,2016,2017,"Pike, Gregory",1,.,3,1,,7,128,238,306,,1,.,.,2,,,,,,
Steady Brook,3,444,2016,2017,"Sutherland, Yvan-Roy",1,.,3,1,,7,113,238,306,,1,.,.,2,,,,,,
Steady Brook,3,444,2016,2017,"Wells, Matt",1,.,3,1,,7,177,238,306,,1,.,.,2,,,,,,
Steady Brook,3,444,2016,2017,"Dawe, Gerald",1,.,3,1,,7,162,238,306,,1,.,.,2,,,,,,
Steady Brook,3,444,2016,2017,"McCarthy, Justin",1,2,1,2,,7,109,238,306,,1,2,.,3,,,,,,
Steady Brook,3,444,2016,2017,"Austin, Candace",2,5,3,1,,7,166,238,306,,1,1,.,2,,,,,,
Steady Brook,3,444,2016,2017,"Diamond, Mary",2,5,3,2,,7,79,238,306,,1,1,.,3,,,,,,
Steady Brook,3,444,2016,2017,"Gillette, Leona",2,5,3,2,,7,91,238,306,,1,1,.,3,,,,,,
Steady Brook,3,444,2016,2017,"Howlett, Margaret",2,5,3,1,,7,151,238,306,,1,1,.,2,,,,,,
Steady Brook,3,444,2016,2017,"Thistle, Donna",2,5,1,1,,7,129,238,306,,1,2,.,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Stein, Cec",1,,3,1,,7,"1,319","2,106","4,223",,1,2,16,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Roberts, Darren",1,,3,1,,7,"1,233","2,106","4,223",,1,1,8,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Gibbon Sr, Don",1,,3,1,,7,"1,323","2,106","4,223",,1,1,4,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Kays, Joe",1,,3,2,,7,303,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"Pollard, Melvin",1,,3,2,,7,501,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"Tobin, Mike",1,,3,1,,7,"1,367","2,106","4,223",,1,1,12,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Power, Pat",1,,3,2,,7,827,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"OConnor, Reg",1,,3,2,,7,250,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"Pottle, Stephen",1,,3,2,,7,488,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"OBrien, Tom",1,,1,1,,7,"1,186","2,106","4,223",,1,1,14,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Rose, Tom",1,,1,2,,7,889,"2,106","4,223",,1,2,4,3,,,,,,
Stephenville,3,"6,588",2006,2009,"Rose, Willis G",1,,3,2,,7,435,"2,106","4,223",,1,2,0,3,,,,,,
Stephenville,3,"6,588",2006,2009,"Oake, Darlene",2,3,3,1,,7,"1,177","2,106","4,223",,1,2,0,2,,,,,,
Stephenville,3,"6,588",2006,2009,"Alylward, Laura",2,5,3,1,,7,"1,390","2,106","4,223",,1,1,16,2,,,,,,
Stephenville,3,"6,719",2011,2013,"Locke, Arch",1,,3,2,,7,984,.,.,,1,2,0,3,,,,,,
Stephenville,3,"6,719",2011,2013,"Stein, Cecil",1,5,3,2,,7,"1,115",.,.,,1,1,20,3,,,,,,
Stephenville,3,"6,719",2011,2013,"Gibbon, Don, Sr.",1,5,3,1,,7,"1,260",.,.,,1,1,8,2,,,,,,
Stephenville,3,"6,719",2011,2013,"Finn, John",1,.,3,1,,7,"1,149",.,.,,1,2,0,2,,,,,,
Stephenville,3,"6,719",2011,2013,"House, Justin",1,.,3,1,,7,"1,172",.,.,,1,2,0,2,,,,,,
Stephenville,3,"6,719",2011,2013,"Pollard, Melvin E.",1,.,3,2,,7,693,.,.,,1,2,0,3,,,,,,
Stephenville,3,"6,719",2011,2013,"Tobin, Michael J.",1,5,3,1,,7,"1,291",.,.,,1,1,16,2,,,,,,
Stephenville,3,"6,719",2011,2013,"O'Brien, Tom",1,5,1,1,,7,"1,094",.,.,,1,1,10,2,,,,,,
Stephenville,3,"6,719",2011,2013,"Rose, Tom",1,.,1,2,,7,"1,016",.,.,,1,2,4,3,,,,,,
Stephenville,3,"6,719",2011,2013,"Oake, Dorlene",2,.,3,1,,7,"1,253",.,.,,1,1,4,2,,,,,,
Stephenville,3,"6,719",2011,2013,"Aylward, Laura",2,.,3,1,,7,"1,247",.,.,,1,1,20,2,,,,,,
Stephenville,3,"6,623",2016,2017,"O'Brien, Tom",1,5,1,2,,7,1082,2343,4838,,1,1,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Rose, Tom",1,5,1,1,,7,1248,2343,4838,,1,1,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Billard, Clayton",1,.,3,2,,7,420,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Felix, Mark",1,.,3,1,,7,1183,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Gibbon, Don, Sr.",1,.,3,1,,7,910,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Grandy, Junior",1,.,3,2,,7,216,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Green, Paul",1,.,3,2,,7,257,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Hynes, Maurice",1,.,3,1,,7,980,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Locke, Gerry",1,.,3,2,,7,723,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Locke, Arch",1,.,3,2,,7,706,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Pollard, Melvin",1,.,3,2,,7,421,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Pomeroy, Gerard",1,.,3,2,,7,343,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Snooks, Ernest",1,.,3,2,,7,252,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Tobin, Michael J.",1,.,3,1,,7,938,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"White, Curtis",1,.,3,2,,7,180,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"White, Terry",1,.,3,2,,7,285,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Hulan, Tristan",1,.,3,2,,7,514,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"Aylward, Laura",2,.,3,1,,7,973,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Fowlow, Susan D.",2,.,3,1,,7,1279,2343,4838,,1,.,.,2,,,,,,
Stephenville,3,"6,623",2016,2017,"Hobbs, Donna",2,.,3,2,,7,450,2343,4838,,1,.,.,3,,,,,,
Stephenville,3,"6,623",2016,2017,"White, Monica",2,.,3,2,,7,676,2343,4838,,1,.,.,3,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Joy, Brian",1,,3,1,,7,293,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Pawlett, Herman",1,,3,2,,7,207,576,"1,391",,1,2,.,3,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Bennett, Jerry",1,,3,1,,7,292,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Mullett, Reginald",1,,3,2,,7,94,576,"1,391",,1,2,.,3,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Alexander, Rick",1,,3,2,,7,226,576,"1,391",,1,2,.,3,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Parsons, Vince",1,,3,1,,7,281,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Downey, Cynthia",2,,3,1,,7,268,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"McKay, Jenny",2,,3,1,,7,256,576,"1,391",,1,2,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Webb, Leona",2,,3,1,,7,336,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,960",2006,2009,"Lucas, Lisa",2,,3,1,,7,281,576,"1,391",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Joy, Brian",1,.,3,1,,7,281,.,.,,1,1,8,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Pawlett, Herman",1,.,3,2,,7,.,.,.,,1,2,2,3,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Batt, Michael",1,.,3,1,,7,315,.,.,,1,2,.,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Parsons, Vince",1,.,3,1,,7,272,.,.,,1,1,12,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Brake, Anna",2,.,3,2,,7,.,.,.,,1,2,.,3,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Downey, Cynthia",2,.,3,1,,7,272,.,.,,1,1,20,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Webb, Leona",2,.,3,1,,7,314,.,.,,1,1,16,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Lucas, Lisa",2,.,3,1,,7,297,.,.,,1,1,12,2,,,,,,
Stephenville Crossing,3,"1,875",2011,2013,"Bennett, Sharon",2,.,3,1,,7,340,.,.,,1,2,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Batt, Michael",1,.,3,1,,7,279,525,"1,400",,1,.,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Goodyear, Clifford",1,.,3,2,,7,220,525,"1,400",,1,.,.,3,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Joy, Brian",1,.,3,1,,7,252,525,"1,400",,1,.,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Bennett, Sharon",2,.,3,1,,7,263,525,"1,400",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Brake, Anna",2,.,3,1,,7,270,525,"1,400",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Downey, Cynthia",2,.,3,1,,7,290,525,"1,400",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Lucas, Lisa",2,.,3,1,,7,307,525,"1,400",,1,1,.,2,,,,,,
Stephenville Crossing,3,"1,719",2016,2017,"Webb, Leona",2,.,3,1,,7,290,525,"1,400",,1,1,.,2,,,,,,
Summerford,2,976,2006,2009,"Bowers, Bruce",1,.,3,1,,7,1,1,1,,2,1,16,1,,,,,,
Summerford,2,976,2006,2009,"LeDrew, Clayton",1,.,3,1,,7,1,1,1,,2,1,20,1,,,,,,
Summerford,2,976,2006,2009,"Barnes, Ernest",1,.,3,1,,7,1,1,1,,2,1,10,1,,,,,,
Summerford,2,976,2006,2009,"Barnes, Kevin",1,.,3,1,,7,1,1,1,,2,1,4,1,,,,,,
Summerford,2,976,2006,2009,"Morris, Newman",1,.,3,1,,7,1,1,1,,2,1,17,1,,,,,,
Summerford,2,906,2016,2017,"Barnes, Kevin",1,5,3,1,,7,1,1,1,,4,2,.,1,,,,,,
Summerford,2,906,2016,2017,"Barnes, Ernest",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Summerford,2,906,2016,2017,"Newman, Harris",1,3,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Summerford,2,906,2016,2017,"Bowers, Bruce",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Summerford,2,906,2016,2017,"Jenkins, Pleman",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Summerford,2,906,2016,2017,"Rowsell, Wayne",1,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Summerford,2,906,2016,2017,"Watkins, Janetta",2,5,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Sunnyside,1,470,2006,2009,"Snook, Boyd",1,3,3,1,,7,120,143,312,,1,2,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Reid, Clayton",1,4,3,1,,7,99,143,312,,1,1,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Carr, David",1,5,3,1,,7,97,143,312,,1,1,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Foote, Eric",1,4,3,2,,7,61,143,312,,1,1,.,3,,,,,,
Sunnyside,1,470,2006,2009,"Green, Paul",1,5,3,1,,7,87,143,312,,1,2,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Snook, Robert",1,5,3,1,,7,103,143,312,,1,1,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Hiscock, Winston",1,5,3,1,,7,72,143,312,,1,1,.,2,,,,,,
Sunnyside,1,470,2006,2009,"Khadklar, Susan",2,4,3,1,,7,129,143,312,,1,2,.,2,,,,,,
Sunnyside,1,452,2011,2013,"Snook, Boyd",1,.,3,1,,7,112,161,314,,3,1,4,2,,,,,,
Sunnyside,1,452,2011,2013,"Greene, Paul",1,.,3,1,,7,90,161,314,,3,1,4,2,,,,,,
Sunnyside,1,452,2011,2013,"Snook, Robert",1,.,3,1,,7,138,161,314,,3,1,.,2,,,,,,
Sunnyside,1,452,2011,2013,"Hiscock, Wince",1,5,3,2,,7,62,161,314,,3,2,.,3,,,,,,
Sunnyside,1,452,2011,2013,"Trowbridge, Denise",2,.,3,1,,7,1,161,314,,1,1,3,1,,,,,,
Sunnyside,1,452,2011,2013,"Reid, Lisa",2,.,3,1,,7,1,161,314,,1,1,1.5,1,,,,,,
Sunnyside,1,452,2011,2013,"Khaldkar, Susan",2,.,3,1,,7,1,161,314,,1,1,.,1,,,,,,
Sunnyside,1,452,2011,2013,"Foote, Vanessa",2,3,3,1,,7,131,161,314,,3,2,4,2,,,,,,
Sunnyside,1,396,2016,2017,"Green, Stacy",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Sunnyside,1,396,2016,2017,"Reid, Lisa",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Terra Nova,2,68,2006,2009,"McBride, Allan",1,.,3,1,,5,37,66,73,,1,2,0,2,,,,,,
Terra Nova,2,68,2006,2009,"Pelley, Gary",1,.,3,2,,5,20,66,73,,1,2,0,3,,,,,,
Terra Nova,2,68,2006,2009,"Cornell, John",1,.,3,1,,5,39,66,73,,1,1,8,2,,,,,,
Terra Nova,2,68,2006,2009,"Noseworthy, Paul",1,.,3,1,,5,54,66,73,,1,1,1,2,,,,,,
Terra Nova,2,68,2006,2009,"Calloway, Walter",1,.,3,2,,5,33,66,73,,1,1,1,3,,,,,,
Terra Nova,2,68,2006,2009,"Short, William",1,.,3,1,,5,47,66,73,,1,1,4,2,,,,,,
Terra Nova,2,68,2006,2009,"Pelley, Linda",2,5,3,1,,5,35,66,73,,1,2,0,2,,,,,,
Terra Nova,2,83,2011,2013,"Barnes, Grant",1,5,3,1,,5,1,5,.,,1,2,0,1,,,,,,
Terra Nova,2,83,2011,2013,"Calloway, Walter",1,5,3,1,,5,1,5,.,,1,1,15,1,,,,,,
Terra Nova,2,83,2011,2013,"Comell, John",1,5,3,1,,5,1,5,.,,1,1,12,1,,,,,,
Terra Nova,2,83,2011,2013,"McBride, Allan",1,5,3,1,,5,1,5,.,,1,1,5,1,,,,,,
Terra Nova,2,83,2011,2013,"Short, Bonnita",2,5,3,1,,5,1,5,.,,1,1,12,1,,,,,,
Terra Nova,2,73,2016,2017,"Barnes, Grant",1,4,3,2,,5,36,73,74,,1,1,.,3,,,,,,
Terra Nova,2,73,2016,2017,"Garrett, Harvey",1,5,3,1,,5,45,73,74,,1,1,.,2,,,,,,
Terra Nova,2,73,2016,2017,"Calloway, Walter",1,5,3,1,,5,45,73,74,,1,1,.,2,,,,,,
Terra Nova,2,73,2016,2017,"Cornell, John",1,5,3,1,,5,46,73,74,,1,1,.,2,,,,,,
Terra Nova,2,73,2016,2017,"McBride, Allan",1,5,3,2,,5,19,73,74,,1,2,.,3,,,,,,
Terra Nova,2,73,2016,2017,"Power, Michael",1,5,3,1,,5,49,73,74,,1,2,.,2,,,,,,
Terra Nova,2,73,2016,2017,"Osmond, Cynthia",2,4,3,1,,5,64,73,74,,1,2,.,2,,,,,,
Terra Nova,2,73,2016,2017,"Short, Bonnie",2,5,3,2,,5,28,73,74,,1,1,.,3,,,,,,
Terrenceville,1,536,2006,2009,"Cox, Chadwick",1,4,3,1,,7,175,280,470,,1,2,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Cox, Freeman",1,5,3,1,,7,142,280,470,,1,1,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Vaslett, Randy",1,2,3,1,,7,141,280,470,,1,2,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Rideout, Debbie",2,2,3,1,,7,136,280,470,,1,2,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Hickey, Glenda",2,2,3,2,,7,123,280,470,,1,2,.,3,,,,,,
Terrenceville,1,536,2006,2009,"Augot, Irene",2,4,3,1,,7,132,280,470,,1,2,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Hickey, Rebecca",2,3,3,2,,7,118,280,470,,1,1,.,3,,,,,,
Terrenceville,1,536,2006,2009,"Cox, Sheila",2,4,3,1,,7,163,280,470,,1,2,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Clarke, Theressa",2,5,3,1,,7,123,280,470,,1,1,.,2,,,,,,
Terrenceville,1,536,2006,2009,"Lauhey, Vera",2,5,3,2,,7,118,280,470,,1,1,.,3,,,,,,
Terrenceville,1,530,2011,2013,"Clarke, Cornelius",1,.,3,1,,7,91,193,600,,1,2,0,2,,,,,,
Terrenceville,1,530,2011,2013,"Stacey, Felix",1,.,3,2,,7,43,193,600,,1,2,0,3,,,,,,
Terrenceville,1,530,2011,2013,"Cox, Freeman",1,.,3,2,,7,81,193,600,,1,1,8,3,,,,,,
Terrenceville,1,530,2011,2013,"Lawhey, James",1,.,3,1,,7,86,193,600,,1,2,0,2,,,,,,
Terrenceville,1,530,2011,2013,"Vaslett, Randy",1,.,3,2,,7,66,193,600,,1,1,12,3,,,,,,
Terrenceville,1,530,2011,2013,"Clarke, Walter",1,.,3,1,,7,82,193,600,,1,2,0,2,,,,,,
Terrenceville,1,530,2011,2013,"Coombs, Charlene",2,3,3,2,,7,43,193,600,,1,2,0,3,,,,,,
Terrenceville,1,530,2011,2013,"Hickey, Rebecca",2,.,3,1,,7,99,193,600,,1,2,0,2,,,,,,
Terrenceville,1,530,2011,2013,"Cox, Shelia",2,5,3,1,,7,116,193,600,,1,1,4,2,,,,,,
Terrenceville,1,530,2011,2013,"Calrke, Theresa",2,5,3,1,,7,88,193,600,,1,1,14,2,,,,,,
Terrenceville,1,530,2011,2013,"Lawhey, Vera",2,.,3,1,,7,99,193,600,,1,2,0,2,,,,,,
Terrenceville,1,482,2016,2017,"Clarke, Cornelius",1,.,3,1,,7,102,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"Clarke, Earl",1,.,3,2,,7,71,254,424,,1,.,.,3,,,,,,
Terrenceville,1,482,2016,2017,"Clarke, Felix",1,.,3,2,,7,87,254,424,,1,.,.,3,,,,,,
Terrenceville,1,482,2016,2017,"Clarke, Walter",1,.,3,2,,7,65,254,424,,1,.,.,3,,,,,,
Terrenceville,1,482,2016,2017,"Cox, Freeman",1,.,3,2,,7,79,254,424,,1,.,.,3,,,,,,
Terrenceville,1,482,2016,2017,"Hickey, Corey",1,.,3,1,,7,88,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"Mitchell, Jamie",1,.,3,1,,7,96,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"Mitchell, John, Jr.",1,.,3,2,,7,75,254,424,,1,.,.,3,,,,,,
Terrenceville,1,482,2016,2017,"Cox, Sheila",2,.,3,1,,7,159,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"Hickey, Rebecca",2,.,3,1,,7,103,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"Lavhey, Vera",2,.,3,1,,7,108,254,424,,1,.,.,2,,,,,,
Terrenceville,1,482,2016,2017,"McGrath, Verna",2,.,3,1,,7,134,254,424,,1,.,.,2,,,,,,
Tilt Cove,2,5,2006,2009,"Windsor, Baxter J.",1,4,3,1,,5,1,1,1,,2,1,18,1,,,,,,
Tilt Cove,2,5,2006,2009,"Collins, Donald",1,4,3,1,,5,1,1,1,,2,1,24,1,,,,,,
Tilt Cove,2,5,2006,2009,"Collins, Lola",2,5,3,1,,5,1,1,1,,2,1,18,1,,,,,,
Tilt Cove,2,5,2011,2013,"Collins, Donald",1,5,1,1,,5,1,3,.,,2,1,27,1,,,,,,
Tilt Cove,2,5,2011,2013,"Collins, Lola",2,4,3,1,,5,1,3,.,,2,1,21,1,,,,,,
Tilt Cove,2,5,2011,2013,"Winsor, Nina",2,5,3,1,,5,1,3,.,,2,1,1,1,,,,,,
Tilt Cove,2,4,2016,2017,"Collins, Donald",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Tilt Cove,2,4,2016,2017,"Winsor, Baxter Jerry",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Tilt Cove,2,4,2016,2017,"Winsor, Nina",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Tilting,2,248,2006,2009,,.,.,.,.,,5,.,.,.,,3,.,.,.,,,,,,
Torbay,1,"6,281",2006,2009,"Codner, Bob",1,4,1,1,,7,"1,300","2,293","4,373",,1,1,12,2,,,,,,
Torbay,1,"6,281",2006,2009,"Whittey, Brian",1,4,3,1,,7,"1,348","2,293","4,373",,1,2,0,2,,,,,,
Torbay,1,"6,281",2006,2009,"Gallant, Geoff",1,3,3,1,,7,"1,490","2,293","4,373",,1,2,0,2,,,,,,
Torbay,1,"6,281",2006,2009,"Peddle, Jamie",1,3,3,2,,7,865,"2,293","4,373",,1,2,0,3,,,,,,
Torbay,1,"6,281",2006,2009,"Cantwell, Jim",1,5,3,2,,7,"1,076","2,293","4,373",,1,1,20,3,,,,,,
Torbay,1,"6,281",2006,2009,"Byrne, Michael",1,5,3,1,,7,"1,387","2,293","4,373",,1,1,8,2,,,,,,
Torbay,1,"6,281",2006,2009,"Tapper, Ralph",1,5,3,1,,7,"1,330","2,293","4,373",,1,1,4,2,,,,,,
Torbay,1,"6,281",2006,2009,"Smith, Carol Ann",2,4,3,1,,7,"1,262","2,293","4,373",,1,1,4,2,,,,,,
Torbay,1,"6,281",2006,2009,"Thome, Mary",2,4,1,2,,7,994,"2,293","4,373",,1,2,12,3,,,,,,
Torbay,1,"6,281",2006,2009,"Roche, Peggy",2,5,3,1,,7,"1,457","2,293","4,373",,1,1,12,2,,,,,,
Torbay,1,"7,397",2011,2013,"Whitty, Brian",1,.,1,2,,7,276,"2,853","4,760",,1,2,4,3,,,,,,
Torbay,1,"7,397",2011,2013,"Scott, Craig",1,.,3,1,,7,"1,315","2,853","4,760",,1,2,0,2,,,,,,
Torbay,1,"7,397",2011,2013,"Gallant, Geoff",1,.,3,1,,7,"1,893","2,853","4,760",,1,1,4,2,,,,,,
Torbay,1,"7,397",2011,2013,"Lacey, Jim",1,.,3,2,,7,942,"2,853","4,760",,1,2,4,3,,,,,,
Torbay,1,"7,397",2011,2013,"McGrath, Ken",1,.,3,2,,7,768,"2,853","4,760",,1,2,0,3,,,,,,
Torbay,1,"7,397",2011,2013,"Tapper, Ralph",1,.,1,1,,7,"1,424","2,853","4,760",,1,2,8,2,,,,,,
Torbay,1,"7,397",2011,2013,"Codner, Robert",1,.,1,2,,7,"1,012","2,853","4,760",,1,1,16,3,,,,,,
Torbay,1,"7,397",2011,2013,"Hall, Thomas",1,.,3,1,,7,"1,874","2,853","4,760",,1,2,0,2,,,,,,
Torbay,1,"7,397",2011,2013,"Ann, Smith, Carol",2,5,3,1,,7,"1,026","2,853","4,760",,1,1,8,2,,,,,,
Torbay,1,"7,397",2011,2013,"Carroll, Marlene",2,.,3,2,,7,932,"2,853","4,760",,1,2,0,3,,,,,,
Torbay,1,"7,397",2011,2013,"Thorne, Gosse, Mary",2,4,3,1,,7,"1,593","2,853","4,760",,1,2,8,2,,,,,,
