Municipality,Region,Population,Census,Election Year,Candidate Name,Sex,Age,Position,Winner,ID Number,Size of Council,Number of Votes Obtained,Total Votes in Election,Eligible Voters,Campaign Spending,Type of Election,Incumbent,Years of Service,Acclaimed/Elected,,,,,,
St. John's,1,"100,646",2006,2009,"Hann, Tom",1,.,3,1,,11,"17,079","36,985","70,511",,1,1,4,2,,,,,,
St. John's,1,"100,646",2006,2009,"Collins, Wally",1,.,4,1,,11,"2,565","36,985","70,511",,1,1,4,2,,,,,,
St. John's,1,"100,646",2006,2009,"Hanlon, Debbie",2,5,4,1,,11,"4,268","36,985","70,511",,1,1,12,2,,,,,,
St. John's,1,"100,646",2006,2009,"Duff, Shannie",2,3,2,1,,11,"19,091","36,985","70,511",,1,1,0,2,,,,,,
St. John's,1,"100,646",2006,2009,"Guy-Murphy, Sheilagh",2,4,4,2,,11,"2,685","36,985","70,511",,1,2,0,3,,,,,,
St. John's,1,"100,646",2006,2009,"O'Leary, Sheilagh",2,3,3,1,,11,"24,056","36,985","70,511",,1,2,0,2,,,,,,
St. John's,1,"106,172",2011,2013,"O'Keefe, Dennis",1,.,1,1,,11,"20,047","35,688","67,297",,1,1,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Chaulk, Geoff",1,.,1,2,,11,589,"35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Ellsworth, Ron",1,.,2,1,,11,"28,109","35,688","67,297",,1,.,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Hann, Tom",1,.,3,1,,11,"17,775","35,688","67,297",,1,1,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Hickman, Sandy",1,.,3,1,,11,"17,580","35,688","67,297",,1,1,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Lane, Dave",1,.,3,1,,11,"13,106","35,688","67,297",,1,2,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Puddister, Art",1,.,3,1,,11,"12,981","35,688","67,297",,1,2,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Badcock, Tom",1,.,3,2,,11,"7,255","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Loder, Lorne",1,.,3,2,,11,"12,174","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Manuel, Steve",1,.,3,2,,11,"2,094","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Sears, Paul",1,.,3,2,,11,"10,119","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"West, Lionel",1,.,3,2,,11,"2,587","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Whitten, Cecil",1,.,3,2,,11,"2,411","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Winsor, Derek",1,.,3,2,,11,"7,463","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Winsor, Fred",1,.,3,2,,11,"5,612","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Breen, Danny",1,.,4,1,,11,1,"35,688","67,297",,.,1,.,1,,,,,,
St. John's,1,"106,172",2011,2013,"Galgay, Johnathon",1,.,4,1,,11,"2,959","35,688","67,297",,1,2,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Fitzgerald, Scott",1,.,4,2,,11,"1,584","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Harvey, Andrew",1,.,4,2,,11,"2,067","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Tilley, Bruce",1,.,4,1,,11,"2,900","35,688","67,297",,1,1,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Harding, Walter",1,.,4,2,,11,"1,365","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Davis, Bernard",1,.,4,1,,11,"4,178","35,688","67,297",,1,2,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Puddister, Lou",1,.,4,2,,11,"2,195","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Collins, Wally",1,.,4,1,,11,"4,551","35,688","67,297",,1,1,.,2,,,,,,
St. John's,1,"106,172",2011,2013,"Flight, Sherwin",1,.,4,2,,11,"1,683","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"O'Leary, Sheliagh",2,.,1,2,,11,"14,735","35,688","67,297",,1,1,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"McCreath, Jennifer",2,.,2,2,,11,"5,725","35,688","67,297",,1,.,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Stapleton, Deanne",2,.,3,2,,11,"10,838","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Colborne-Penney, Sarah",2,.,4,2,,11,"2,699","35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"106,172",2011,2013,"Holmes, Tracy",2,.,4,2,,11,677,"35,688","67,297",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Breen, Danny",1,.,1,1,,11,"20,261","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Wells, Andy",1,.,1,2,,11,"12,604","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Bennett, Terry",1,.,3,2,,11,"4,682","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Borne, Larry",1,.,3,2,,11,"2,253","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Ellsworth, Ron",1,.,3,2,,11,"12,335","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Hann, Tom",1,.,3,2,,11,"11,765","38,491","67,894",,1,1,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Hickman, Sandy",1,.,3,1,,11,"14,273","38,491","67,894",,1,1,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Lane, Dave",1,.,3,1,,11,"16,959","38,491","67,894",,1,1,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Power, Darrell",1,.,3,2,,11,"9,992","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Puddister, Art",1,.,3,2,,11,"12,772","38,491","67,894",,1,1,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Puddister, Lou",1,.,4,2,,11,"3,534","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Saqlain, Nadeem",1,.,4,2,,11,918,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Badcock, Tom",1,.,4,2,,11,485,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Dunne, Greg",1,.,4,2,,11,269,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Galgay, Jonathan",1,.,4,2,,11,"2,674","38,491","67,894",,1,1,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Ralph, Wayne",1,.,4,2,,11,280,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Winsor, Derek",1,.,4,2,,11,635,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Harding, Walter",1,.,4,2,,11,"1,270","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Korab, Jamie",1,.,4,1,,11,"5,079","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"McDonald, Peter",1,.,4,2,,11,"1,710","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Fitzgerald, Scott",1,.,4,2,,11,"2,358","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Froude, Ian",1,.,4,1,,11,"3,652","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Collins, Wally",1,.,4,1,,11,"2,286","38,491","67,894",,1,1,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Dinn, Paul",1,.,4,2,,11,971,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Piccott, Fraser",1,.,4,2,,11,"1,350","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Walsh, Mike",1,.,4,2,,11,995,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Sharpe, Renee",2,.,1,2,,11,"5,225","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"O'Leary, Sheilagh",2,.,2,1,,11,"30,689","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Worthman, Michelle",2,.,2,2,,11,"5,753","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Burton, Maggie",2,.,3,1,,11,"20,623","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Hanlon, Debbie",2,.,3,1,,11,"13,632","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Holmes, Tracy",2,.,3,2,,11,"5,844","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"McCreath, Jennifer",2,.,3,2,,11,"5,537","38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Stapleton, Deanne",2,.,4,1,,11,"3,715","38,491","67,894",,1,2,.,2,,,,,,
St. John's,1,"108,860",2016,2017,"Hodder, Pamela",2,.,4,2,,11,370,"38,491","67,894",,1,2,.,3,,,,,,
St. John's,1,"108,860",2016,2017,"Jamieson, Hope",2,.,4,1,,11,"2,989","38,491","67,894",,1,2,.,2,,,,,,
St. Joseph's,1,144,2006,2009,"Davis, Joseph",1,5,3,1,,5,1,1,1,,4,1,8,1,,,,,,
St. Joseph's,1,144,2006,2009,"Geough, Martin",1,5,3,1,,5,1,1,1,,4,1,15,1,,,,,,
St. Joseph's,1,144,2006,2009,"Healey, Tony",1,5,3,1,,5,1,1,1,,4,1,28,1,,,,,,
St. Joseph's,1,144,2006,2009,"Daley, Elizabeth",2,4,3,1,,5,1,1,1,,4,1,6,1,,,,,,
St. Joseph's,1,144,2006,2009,"Singleton, Jeanne",2,4,3,1,,5,1,1,1,,4,2,0,1,,,,,,
St. Joseph's,1,115,2016,2017,"Gambin, Gordon",1,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Joseph's,1,115,2016,2017,"Daley, Gary",1,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Joseph's,1,115,2016,2017,"Singleton, Joanne",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Joseph's,1,115,2016,2017,"Pender, Brenda",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Joseph's,1,115,2016,2017,"Hanlon, Heather",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Joseph's ,1,115,2011,2013,"Daley, Gary",1,4,3,.,,5,.,.,.,,.,.,0,.,,,,,,
St. Joseph's ,1,115,2011,2013,"Davis, Joe",1,5,3,.,,5,.,.,.,,.,.,12,.,,,,,,
St. Joseph's ,1,115,2011,2013,"Hanlon, Heather",2,.,3,.,,5,.,.,.,,.,.,0,.,,,,,,
St. Joseph's ,1,115,2011,2013,"Singleton, Joanne",2,.,3,.,,5,.,.,.,,.,.,4,.,,,,,,
St. Joseph's ,1,115,2011,2013,"Mouland, Mary",2,.,3,.,,5,.,.,.,,.,.,0,.,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Cull, Edgar",1,3,3,1,,7,1,1,1,,4,1,12,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Walsh, Jack",1,4,3,1,,7,1,1,1,,4,1,4,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Stacey, Michael",1,4,3,1,,7,1,1,1,,4,1,1,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Brake, Patrick",1,5,3,1,,7,1,1,1,,4,1,21,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Pike, Paul",1,5,3,1,,7,1,1,1,,4,1,17,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Turpin, Raymond",1,5,3,1,,7,1,1,1,,4,1,4,1,,,,,,
St. Lawrence,1,"1,349",2006,2009,"Roswell, Wayde",1,5,3,1,,7,1,1,1,,4,1,24,1,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Lundrigan, Earnest",1,3,3,1,,7,324,599,965,,1,2,0,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Cull, Edgar",1,.,3,1,,7,316,599,965,,1,1,15,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Haskell, Frank",1,5,3,2,,7,.,599,965,,1,2,0,3,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Walsh, Jack",1,.,3,1,,7,348,599,965,,1,1,7,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Slaney, Leo",1,5,3,2,,7,209,599,965,,1,2,8,3,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Stacey, Michael",1,.,3,1,,7,380,599,965,,1,1,5,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Brake, Patrick",1,5,3,2,,7,257,599,965,,1,1,24,3,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Pike, Paul",1,.,3,1,,7,463,599,965,,1,1,19,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Turpin, Raymond",1,5,3,2,,7,198,599,965,,1,1,8,3,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Loder, Tony",1,3,3,1,,7,378,599,965,,1,2,0,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Loder, Walter",1,5,3,2,,7,80,599,965,,1,2,4,3,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Slaney, Jennifer",2,2,3,1,,7,380,599,965,,1,2,0,2,,,,,,
St. Lawrence,1,"1,244",2011,2013,"Doyle, Michelle",2,2,3,2,,7,172,599,965,,1,2,0,3,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Walsh, John",1,.,3,1,,7,295,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Cull, Edgar",1,.,3,2,,7,254,542,946,,1,.,.,3,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Lundrigan, Ernest",1,.,3,1,,7,319,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Pike, Paul",1,.,3,1,,7,447,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Stacey, Michael",1,.,3,1,,7,363,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Perrot, Mario",1,.,3,2,,7,242,542,946,,1,.,.,3,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Doyle, Rodney, Sr.",1,.,3,1,,7,321,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Dupre, Rosalie",2,.,3,1,,7,329,542,946,,1,.,.,2,,,,,,
St. Lawrence,1,"1,192",2016,2017,"Slaney, Amanda",2,.,3,1,,7,377,542,946,,1,.,.,2,,,,,,
St. Lewis,4,252,2006,2009,"Chubbs, Warrick",1,5,3,1,,7,1,1,1,,2,2,0,1,,,,,,
St. Lewis,4,252,2006,2009,"Rumbolt, Annie",2,4,3,1,,7,1,1,1,,2,1,8,1,,,,,,
St. Lewis,4,252,2006,2009,"Bolger, Betty",2,3,3,1,,7,1,1,1,,2,2,1,1,,,,,,
St. Lewis,4,252,2006,2009,"Poole, Doreen",2,5,3,1,,7,1,1,1,,2,1,8,1,,,,,,
St. Lewis,4,252,2006,2009,"Jenkins, Joan",2,5,3,1,,7,1,1,1,,2,1,2,1,,,,,,
St. Lewis,4,207,2011,2013,"Chubbs, Gerald",1,3,3,1,,5,72,110,145,,1,2,0,2,,,,,,
St. Lewis,4,207,2011,2013,"Chubbs, Warrick",1,5,3,2,,5,46,110,145,,1,1,4,3,,,,,,
St. Lewis,4,207,2011,2013,"Poole, Frederick",1,5,3,1,,5,75,110,145,,1,2,0,2,,,,,,
St. Lewis,4,207,2011,2013,"Poole, Myra",1,4,3,1,,5,104,110,145,,1,2,0,2,,,,,,
St. Lewis,4,207,2011,2013,"Chubbs, Elaine",2,3,3,2,,5,28,110,145,,1,2,0,3,,,,,,
St. Lewis,4,207,2011,2013,"Poole, chantelle",2,2,3,1,,5,68,110,145,,1,2,0,2,,,,,,
St. Lewis,4,207,2011,2013,"Poole, Helen",2,5,3,1,,5,95,110,145,,1,2,0,2,,,,,,
St. Lewis,4,207,2011,2013,"Rumbolt, Annie",2,5,3,2,,5,34,110,145,,1,1,12,3,,,,,,
St. Lewis,4,194,2016,2017,"Chubbs, Gerald",1,.,3,1,,5,40,88,150,,1,.,.,2,,,,,,
St. Lewis,4,194,2016,2017,"Chubbs, Warrick",1,.,3,1,,5,58,88,150,,1,.,.,2,,,,,,
St. Lewis,4,194,2016,2017,"Poole, Frederick",1,.,3,2,,5,38,88,150,,1,.,.,3,,,,,,
St. Lewis,4,194,2016,2017,"Poole, Rene",1,.,3,1,,5,73,88,150,,1,.,.,2,,,,,,
St. Lewis,4,194,2016,2017,"Sampson, Elvis",1,.,3,1,,5,55,88,150,,1,.,.,2,,,,,,
St. Lewis,4,194,2016,2017,"Poole, Helen",2,3,3,1,,5,80,88,150,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Sheppard, Bradley",1,,3,1,,7,235,315,555,,1,2,0,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hillier, Curtis",1,3,3,2,,7,103,315,555,,1,1,4,3,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hillier, Gerald",1,,1,1,,7,180,315,555,,1,2,20,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Burden, Gilbert",1,,3,1,,7,162,315,555,,1,1,8,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Burden, Scott",1,3,3,2,,7,128,315,555,,1,1,4,3,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hedderson, Todd",1,3,1,2,,7,132,315,555,,1,1,8,3,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hillier, Wade",1,,3,1,,7,198,315,555,,1,2,0,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Humby, Catherine",2,5,3,2,,7,151,315,555,,1,2,2,3,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Colbourne, Dale",2,,3,1,,7,241,315,555,,1,1,3,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hillier, Sybil",2,,3,1,,7,240,315,555,,1,2,4,2,,,,,,
St. Lunaire-Griquet,3,666,2006,2009,"Hedderson, Wanda",2,,3,1,,7,265,315,555,,1,1,4,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Pilgrim, Ambrose",1,.,3,1,,7,156,.,.,,1,2,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Bartlett, Cyrill",1,4,1,2,,7,90,.,.,,1,2,.,3,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Colbourne, Dale",1,.,1,1,,7,139,.,.,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Hillier, Gerard",1,.,3,1,,7,165,.,.,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Burden, Gilbert",1,5,3,2,,7,140,.,.,,1,1,.,3,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Young, Kevin",1,3,3,1,,7,179,.,.,,1,2,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Humby, Catherine",2,.,3,1,,7,143,.,.,,1,2,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Curley, Peggy Ann",2,.,3,1,,7,175,.,.,,1,2,.,2,,,,,,
St. Lunaire-Griquet,3,661,2011,2013,"Hedderson, Wanda",2,.,3,1,,7,197,.,.,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Anderson, Travis",1,.,3,1,,7,171,229,514,,1,.,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Hillier, Gerald",1,.,3,2,,7,132,229,514,,1,.,.,3,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Pilgrim, Ambrose",1,.,3,2,,7,85,229,514,,1,.,.,3,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Snow, Varrick",1,.,3,1,,7,177,229,514,,1,.,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Young, Kevin",1,.,3,1,,7,171,229,514,,1,.,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Colbourne, Dale",2,.,3,1,,7,133,229,514,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Curlew, Peggy-Ann",2,.,3,1,,7,181,229,514,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Hedderson, Wanda",2,.,3,1,,7,191,229,514,,1,1,.,2,,,,,,
St. Lunaire-Griquet,3,604,2016,2017,"Humby, Catherine",2,.,3,1,,7,159,229,514,,1,1,.,2,,,,,,
St. Mary's,1,482,2006,2009,"Dillon, Joseph",1,5,1,1,,5,1,1,1,,1,1,17,1,,,,,,
St. Mary's,1,482,2006,2009,"Bowan, Keith",1,2,3,1,,5,1,1,1,,1,1,4,1,,,,,,
St. Mary's,1,482,2006,2009,"Bishop, Shawn",1,4,3,1,,5,1,1,1,,1,1,4,1,,,,,,
St. Mary's,1,482,2006,2009,"Butler, William",1,5,3,1,,5,1,1,1,,1,1,4,1,,,,,,
St. Mary's,1,347,2016,2017,"Butler, Kevin",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Mary's,1,347,2016,2017,"Butler, William",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Mary's,1,347,2016,2017,"Dillon, Joseph",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Mary's,1,347,2016,2017,"Ryan, Stephen",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Mary's,1,347,2016,2017,"Bowen, Keith",1,5,1,1,,5,1,1,1,,4,1,.,1,,,,,,
St. Mary's ,1,439,2011,2013,"Yetman, Hughie",1,5,1,2,,5,43,258,329,,1,2,0,3,,,,,,
St. Mary's ,1,439,2011,2013,"Dillon, Joseph",1,5,1,2,,5,81,258,329,,1,1,21,3,,,,,,
St. Mary's ,1,439,2011,2013,"Bowen, Keith",1,.,1,1,,5,131,258,329,,1,2,8,2,,,,,,
St. Mary's ,1,439,2011,2013,"Butler, Kevin",1,.,3,1,,5,201,258,329,,1,2,0,2,,,,,,
St. Mary's ,1,439,2011,2013,"Critch, Michael",1,5,3,2,,5,41,258,329,,1,2,0,3,,,,,,
St. Mary's ,1,439,2011,2013,"Bishop, Shawn",1,.,3,1,,5,187,258,329,,1,1,8,2,,,,,,
St. Mary's ,1,439,2011,2013,"Ryan, Stephen",1,.,3,1,,5,202,258,329,,1,1,8,2,,,,,,
St. Mary's ,1,439,2011,2013,"Butler, William",1,.,3,1,,5,157,258,329,,1,1,8,2,,,,,,
St. Paul's,3,309,2006,2009,"Hutchings, Cyril",1,5,3,1,,5,1,1,1,,3,1,.,1,,,,,,
St. Paul's,3,309,2006,2009,"Bennett, Joyce",2,5,3,1,,5,1,1,1,,3,1,.,1,,,,,,
St. Paul's,3,238,2016,2017,"Reid, Melvin",1,4,3,1,,5,1,1,1,,4,2,.,1,,,,,,
St. Paul's,3,238,2016,2017,"Bennett, Kim",2,.,3,1,,5,1,1,1,,4,2,.,1,,,,,,
St. Paul's,3,238,2016,2017,"Bennett, Safron",2,.,3,1,,5,1,1,1,,4,2,.,1,,,,,,
St. Paul's,3,238,2016,2017,"Brown, Tanya",2,.,3,1,,5,1,1,1,,4,2,.,1,,,,,,
St. Paul's,3,238,2016,2017,"Payne, Tracy",2,.,3,1,,5,1,1,1,,4,2,.,1,,,,,,
St. Shott's,1,109,2006,2009,"Hewitt, Patrick",1,.,3,1,,5,1,1,1,,2,1,.,1,,,,,,
St. Shott's,1,109,2006,2009,"Molloy, Elizabeth",2,.,3,1,,5,1,1,1,,2,1,.,1,,,,,,
St. Shott's,1,109,2006,2009,"Finlay, Maureen",2,.,3,1,,5,1,1,1,,2,1,.,1,,,,,,
St. Shott's,1,66,2016,2017,"Myrick, Ricky",1,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Shott's,1,66,2016,2017,"Hewitt, Madonna",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Shott's,1,66,2016,2017,"Molloy, Loretta",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Shott's,1,66,2016,2017,"Molloy, Mary B.",2,.,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Shott's ,1,81,2011,2013,"Molloy, William",1,5,3,1,,5,1,.,.,,1,1,.,1,,,,,,
St. Shott's ,1,81,2011,2013,"Molloy, Anita",2,5,3,1,,5,1,.,.,,2,2,.,1,,,,,,
St. Shott's ,1,81,2011,2013,"Molloy, Elizabeth",2,5,3,1,,5,1,.,.,,1,1,.,1,,,,,,
St. Shott's ,1,81,2011,2013,"Hewitt, Madonna",2,5,3,1,,5,1,.,.,,1,2,.,1,,,,,,
St. Shott's ,1,81,2011,2013,"Finlay, Maureen",2,5,3,1,,5,1,.,.,,1,1,.,1,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"Halleran, Bernard",1,3,3,1,,5,78,113,297,,1,1,8,2,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"Fleming, Dermot",1,5,3,1,,5,74,113,297,,1,1,4,2,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"Stamp, Gus",1,5,3,2,,5,71,113,297,,1,1,18,3,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"St. Croix, Daniel",1,5,3,1,,5,84,113,297,,1,2,7,2,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"Fleming, Theresa",2,4,3,1,,5,79,113,297,,1,2,4,2,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,363,2006,2009,"Flaming, Mary",2,5,3,1,,5,75,113,297,,1,2,0,2,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,313,2016,2017,"Raymond, Ned",1,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,313,2016,2017,"St. Croix, Peter",1,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,313,2016,2017,"Hayward, Verna",2,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,313,2016,2017,"Fleming, Mary",2,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Vincent's-St. Stephen's-Peter's River,1,313,2016,2017,"White, Geraldine",2,5,3,1,,5,1,1,1,,4,.,.,1,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Halleran, Anthony",1,3,3,2,,5,59,125,278,,1,2,0,3,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"Halleran, Bernard",1,5,3,1,,5,81,125,278,,1,1,8,2,,,,,,
St. Vincents-St.Stephen's-Peter's River,1,340,2011,2013,"St., Croix, Daniel",1,5,3,1,,5,95,125,278,,1,1,8,2,,,,,,
